method,cost_weight,stretch_opt_weight,stretch_avg_weight,length_weight,dist_thresh,adjusted_rand_index_mean,adjusted_rand_index_std,adjusted_rand_index_min,adjusted_rand_index_max,adjusted_mutual_info_mean,adjusted_mutual_info_std,adjusted_mutual_info_min,adjusted_mutual_info_max,homogeneity_mean,homogeneity_std,homogeneity_min,homogeneity_max,completeness_mean,completeness_std,completeness_min,completeness_max,v_measure_mean,v_measure_std,v_measure_min,v_measure_max,v_measure_perfect_count,pairwise_f1_mean,pairwise_f1_std,pairwise_f1_min,pairwise_f1_max,n_pieces_succeeded
ward,3.0,0.0,0.3,0.3,0.5,0.28030000000000005,0.34131179598414413,-0.0606,1.0,0.3078168831168831,0.33325377421215907,-0.1243,1.0,0.8995194805194806,0.20496943582034216,0.1844,1.0,0.3610571428571429,0.31700668944089855,0.0,1.0,0.43013376623376626,0.32535610924167446,0.0,1.0,9,0.4638558441558441,0.31378426102315243,0.0,1.0,77
ward,3.0,0.0,0.0,0.3,0.5,0.2749194805194805,0.33919202278622074,-0.0606,1.0,0.3054480519480519,0.33132521380269253,-0.1243,1.0,0.8995194805194806,0.20496943582034216,0.1844,1.0,0.35921688311688316,0.3161594182796211,0.0,1.0,0.42862207792207796,0.32432123149876735,0.0,1.0,9,0.45730519480519477,0.30786244098690674,0.0,1.0,77
ward,3.0,1.0,0.0,0.0,0.5,0.2266142857142857,0.3133972706907925,-0.0606,1.0,0.2548831168831169,0.30700060171800986,-0.1408,1.0,0.899474025974026,0.19466307649712106,0.1844,1.0,0.3368597402597403,0.30529159204170875,0.0,1.0,0.4042207792207792,0.3063777582283922,0.0,1.0,7,0.3805701298701298,0.32034211463133694,0.0,1.0,77
ward,3.0,0.0,0.7,0.3,0.5,0.2844090909090909,0.3466129089036559,-0.0606,1.0,0.3111831168831169,0.3377049016879252,-0.1243,1.0,0.8993792207792208,0.20511933196908758,0.1844,1.0,0.3643454545454546,0.31904591557575634,0.0,1.0,0.4328103896103896,0.3283167992523026,0.0,1.0,9,0.4525480519480519,0.3265677486284539,0.0,1.0,77
ward,3.0,0.3,0.7,0.3,0.5,0.28172207792207793,0.3467868732904856,-0.0606,1.0,0.30737662337662336,0.3379043389935624,-0.1263,1.0,0.8991467532467533,0.20503436746094042,0.1844,1.0,0.36812207792207796,0.32651891758141577,0.0,1.0,0.4313961038961039,0.3280240470443681,0.0,1.0,9,0.4442883116883117,0.3312598250340134,0.0,1.0,77
ward,3.0,0.3,1.0,0.3,0.5,0.2837714285714286,0.34716554524758086,-0.0606,1.0,0.3084350649350649,0.33856683499342244,-0.1263,1.0,0.8989792207792208,0.20526189437523393,0.1844,1.0,0.36907662337662345,0.3264717532762976,0.0,1.0,0.4323337662337663,0.32829478779141513,0.0,1.0,9,0.44680389610389604,0.3366604449287524,0.0,1.0,77
ward,1.0,1.0,0.7,0.0,0.5,0.21187142857142857,0.29994022861582775,-0.0288,1.0,0.23765194805194803,0.2932609350095894,-0.0846,1.0,0.8983662337662337,0.204138581405581,0.1573,1.0,0.33025064935064935,0.2943169515235638,0.0,1.0,0.3966,0.2980979286491858,0.0,1.0,6,0.36853506493506494,0.33097963713651896,0.0,1.0,77
ward,1.0,0.3,0.0,0.0,0.5,0.23027792207792208,0.31288825673213916,-0.0606,1.0,0.26006363636363633,0.30643727855904374,-0.1408,1.0,0.8982493506493506,0.19666106556044727,0.1844,1.0,0.3384662337662338,0.3060330181704105,0.0,1.0,0.40543376623376626,0.3075755684192307,0.0,1.0,7,0.3868,0.3177555378245701,0.0,1.0,77
ward,0.3,0.7,1.0,0.0,0.5,0.23197402597402594,0.3176956320915119,-0.0288,1.0,0.25310909090909095,0.3096730681511303,-0.0846,1.0,0.8982207792207791,0.2051512659134384,0.1573,1.0,0.34659999999999996,0.3089808660490413,0.0,1.0,0.40667402597402597,0.3059374731986393,0.0,1.0,7,0.38004675324675324,0.34845204763703946,0.0,1.0,77
ward,3.0,0.0,1.0,0.3,0.5,0.2848428571428572,0.3464101073135419,-0.0606,1.0,0.3121,0.3381677056474452,-0.1243,1.0,0.8979545454545457,0.2083641047341804,0.1844,1.0,0.36991038961038963,0.32644634394716626,0.0,1.0,0.4331376623376624,0.32855847807751554,0.0,1.0,9,0.45217662337662334,0.33218386588188586,0.0,1.0,77
ward,1.0,0.3,1.0,0.0,0.5,0.2621012987012987,0.3361300476889151,-0.0288,1.0,0.2882116883116883,0.3288171784994975,-0.0846,1.0,0.8978948051948052,0.20934653983108428,0.1573,1.0,0.3593233766233766,0.32218362268473666,0.0,1.0,0.41967662337662337,0.3215222195048915,0.0,1.0,9,0.4205012987012986,0.34413221315096837,0.0,1.0,77
ward,0.3,0.7,0.7,0.0,0.5,0.2157168831168831,0.30452015837677726,-0.0288,1.0,0.24026493506493504,0.2963455436445482,-0.0846,1.0,0.8977675324675324,0.2052116116822729,0.1573,1.0,0.33673246753246755,0.30030305794013656,0.0,1.0,0.3983948051948052,0.2987068070807738,0.0,1.0,6,0.36484675324675325,0.33796551794617663,0.0,1.0,77
ward,3.0,0.3,0.3,0.3,0.5,0.27504285714285714,0.34300144463312127,-0.0606,1.0,0.3010194805194805,0.3341284988987822,-0.1243,1.0,0.8976415584415586,0.20650551915560783,0.1844,1.0,0.3632883116883117,0.32496936557879125,0.0,1.0,0.4266311688311688,0.32543699222986444,0.0,1.0,9,0.4425064935064934,0.32484432408909236,0.0,1.0,77
ward,3.0,0.3,0.0,0.3,0.5,0.27073636363636366,0.34170014914313285,-0.0606,1.0,0.3003480519480519,0.3327520139021631,-0.1243,1.0,0.8976402597402598,0.20704716337026396,0.1844,1.0,0.3624441558441559,0.32456093798522007,0.0,1.0,0.4261402597402597,0.32493276038091895,0.0,1.0,9,0.4430493506493507,0.3200386334728399,0.0,1.0,77
ward,3.0,0.7,0.3,0.0,0.5,0.23870649350649353,0.32362522189030424,-0.0606,1.0,0.2676662337662338,0.31647597418518963,-0.1408,1.0,0.8973194805194806,0.1985484513729263,0.1844,1.0,0.3449259740259741,0.3142280578057328,0.0,1.0,0.4097,0.31322838479129095,0.0,1.0,8,0.39528311688311685,0.3252619836787704,0.0,1.0,77
ward,2.0,0.3,0.0,0.3,0.5,0.2824103896103896,0.3455714197178671,-0.0606,1.0,0.3084142857142857,0.33595433468065794,-0.1243,1.0,0.897157142857143,0.20767536193654054,0.1844,1.0,0.3683818181818182,0.32586899954464327,0.0,1.0,0.431661038961039,0.32695924570528256,0.0,1.0,9,0.4629311688311688,0.3169556813871127,0.0,1.0,77
ward,2.0,0.7,1.0,0.0,0.5,0.2418038961038961,0.3222565294358536,-0.0552,1.0,0.2705805194805195,0.31560939694294776,-0.1127,1.0,0.896731168831169,0.20547860081317548,0.1573,1.0,0.34748181818181817,0.31307032018974135,0.0,1.0,0.4106194805194805,0.31363865511786926,0.0,1.0,8,0.40280779220779217,0.3315112866646244,0.0,1.0,77
ward,0.3,0.3,0.7,0.0,0.5,0.24021818181818183,0.315204694460094,-0.0288,1.0,0.2641545454545455,0.30900443091239754,-0.0846,1.0,0.8956363636363636,0.20951306992618324,0.1573,1.0,0.34581298701298707,0.30437226453103944,0.0,1.0,0.40962727272727273,0.307821710767507,0.0,1.0,7,0.39864285714285713,0.3426770295844525,0.0,1.0,77
ward,2.0,0.0,0.0,0.3,0.5,0.2992571428571429,0.35269484305715254,-0.0606,1.0,0.3245025974025974,0.3433374894787418,-0.1243,1.0,0.8953727272727273,0.20710039076158435,0.1844,1.0,0.37326623376623386,0.3243945051380149,0.0,1.0,0.43984805194805193,0.33113430422000983,0.0,1.0,10,0.4885701298701298,0.3144022768765804,0.0,1.0,77
ward,2.0,0.3,0.3,0.3,0.5,0.2825688311688312,0.34591564817434983,-0.0606,1.0,0.3079324675324675,0.3362467370349318,-0.1243,1.0,0.8950610389610391,0.2074411599602977,0.1844,1.0,0.36846103896103904,0.32542091390891,0.0,1.0,0.4312584415584415,0.3261950589060388,0.0,1.0,9,0.45944675324675316,0.3258458716937322,0.0,1.0,77
